CHROM	FRAG_START	FRAG_STOP	STRAND	DESCRITION	MODEL	ATG	INCLUDE?		HAS TSS	IN
Chr1	23839009	23839998	+	"ID=LOC_Os01g42030.1:cds_1;Parent=LOC_Os01g42030.1"	LOC_Os01g42030.1	23839009	1		LOC_Os01g46610.1	1
Chr1	23844316	23844451	+	"ID=LOC_Os01g42040.1:cds_1;Parent=LOC_Os01g42040.1"	LOC_Os01g42040.1	23844316	1		LOC_Os01g49020.1	1
Chr1	22687593	22687695	-	"ID=LOC_Os01g40200.1:cds_1;Parent=LOC_Os01g40200.1"	LOC_Os01g40200.1	22687695	1		LOC_Os01g49026.1	1
Chr1	23191210	23191263	+	"ID=LOC_Os01g40990.2:cds_1;Parent=LOC_Os01g40990.2"	LOC_Os01g40990.2	23191210	1		LOC_Os01g49030.1	1
Chr1	22138165	22138277	+	"ID=LOC_Os01g39330.1:cds_1;Parent=LOC_Os01g39330.1"	LOC_Os01g39330.1	22138165	1		LOC_Os01g49060.1	1
Chr1	23864746	23864825	+	"ID=LOC_Os01g42090.1:cds_1;Parent=LOC_Os01g42090.1"	LOC_Os01g42090.1	23864746	1		LOC_Os01g48370.1	1
Chr1	23883270	23883388	+	"ID=LOC_Os01g42120.1:cds_1;Parent=LOC_Os01g42120.1"	LOC_Os01g42120.1	23883270	1		LOC_Os01g46700.1	1
Chr1	23887189	23888187	-	"ID=LOC_Os01g42140.1:cds_1;Parent=LOC_Os01g42140.1"	LOC_Os01g42140.1	23888187	1		LOC_Os01g49065.1	1
Chr1	23890605	23890668	-	"ID=LOC_Os01g42150.1:cds_1;Parent=LOC_Os01g42150.1"	LOC_Os01g42150.1	23890668	1		LOC_Os01g47530.1	1
Chr1	23897305	23897368	-	"ID=LOC_Os01g42160.1:cds_1;Parent=LOC_Os01g42160.1"	LOC_Os01g42160.1	23897368	1		LOC_Os01g48390.2	1
Chr1	23911726	23911845	+	"ID=LOC_Os01g42190.1:cds_1;Parent=LOC_Os01g42190.1"	LOC_Os01g42190.1	23911726	1		LOC_Os01g48410.1	1
Chr1	23914186	23914689	+	"ID=LOC_Os01g42200.1:cds_1;Parent=LOC_Os01g42200.1"	LOC_Os01g42200.1	23914186	1		LOC_Os01g48420.1	1
Chr1	22742605	22742682	+	"ID=LOC_Os01g40280.1:cds_1;Parent=LOC_Os01g40280.1"	LOC_Os01g40280.1	22742605	1		LOC_Os01g48440.1	1
Chr1	23237149	23237613	-	"ID=LOC_Os01g41030.1:cds_1;Parent=LOC_Os01g41030.1"	LOC_Os01g41030.1	23237613	1		LOC_Os01g46750.1	1
Chr1	23247396	23247744	+	"ID=LOC_Os01g41050.1:cds_1;Parent=LOC_Os01g41050.1"	LOC_Os01g41050.1	23247396	1		LOC_Os01g49120.1	1
Chr1	23923799	23923944	+	"ID=LOC_Os01g42234.1:cds_1;Parent=LOC_Os01g42234.1"	LOC_Os01g42234.1	23923799	1		LOC_Os01g47540.1	1
Chr1	23949568	23949599	-	"ID=LOC_Os01g42260.1:cds_1;Parent=LOC_Os01g42260.1"	LOC_Os01g42260.1	23949599	1		LOC_Os01g47550.1	1
Chr1	22747406	22747783	+	"ID=LOC_Os01g40290.1:cds_1;Parent=LOC_Os01g40290.1"	LOC_Os01g40290.1	22747406	1		LOC_Os01g48446.1	1
Chr1	22755226	22755345	-	"ID=LOC_Os01g40310.1:cds_1;Parent=LOC_Os01g40310.1"	LOC_Os01g40310.1	22755345	1		LOC_Os01g49154.1	1
Chr1	22768867	22769785	+	"ID=LOC_Os01g40330.1:cds_1;Parent=LOC_Os01g40330.1"	LOC_Os01g40330.1	22768867	1		LOC_Os01g49160.1	1
Chr1	23292337	23292622	-	"ID=LOC_Os01g41140.1:cds_1;Parent=LOC_Os01g41140.1"	LOC_Os01g41140.1	23292622	1		LOC_Os01g49190.1	1
Chr1	23313446	23313868	-	"ID=LOC_Os01g41180.1:cds_1;Parent=LOC_Os01g41180.1"	LOC_Os01g41180.1	23313868	1		LOC_Os01g47560.1	1
Chr1	22194623	22195243	-	"ID=LOC_Os01g39385.1:cds_1;Parent=LOC_Os01g39385.1"	LOC_Os01g39385.1	22195243	1		LOC_Os01g47580.1	1
Chr1	22777285	22777356	+	"ID=LOC_Os01g40340.1:cds_1;Parent=LOC_Os01g40340.1"	LOC_Os01g40340.1	22777285	1		LOC_Os01g47600.1	1
Chr1	23316308	23316876	+	"ID=LOC_Os01g41190.2:cds_1;Parent=LOC_Os01g41190.2"	LOC_Os01g41190.2	23316308	1		LOC_Os01g47620.1	1
Chr1	23333094	23333576	+	"ID=LOC_Os01g41220.1:cds_1;Parent=LOC_Os01g41220.1"	LOC_Os01g41220.1	23333094	1		LOC_Os01g48540.1	1
Chr1	23980398	23981787	-	"ID=LOC_Os01g42294.1:cds_1;Parent=LOC_Os01g42294.1"	LOC_Os01g42294.1	23981787	1		LOC_Os01g48570.1	1
Chr1	23343365	23343487	+	"ID=LOC_Os01g41240.1:cds_1;Parent=LOC_Os01g41240.1"	LOC_Os01g41240.1	23343365	1		LOC_Os01g46760.1	1
Chr1	23357064	23358182	+	"ID=LOC_Os01g41270.1:cds_1;Parent=LOC_Os01g41270.1"	LOC_Os01g41270.1	23357064	1		LOC_Os01g49210.1	1
Chr1	23363857	23364891	+	"ID=LOC_Os01g41290.1:cds_1;Parent=LOC_Os01g41290.1"	LOC_Os01g41290.1	23363857	1		LOC_Os01g49250.1	1
Chr1	23376648	23377565	+	"ID=LOC_Os01g41310.1:cds_1;Parent=LOC_Os01g41310.1"	LOC_Os01g41310.1	23376648	1		LOC_Os01g47650.1	1
Chr1	22358214	22358325	-	"ID=LOC_Os01g39630.1:cds_1;Parent=LOC_Os01g39630.1"	LOC_Os01g39630.1	22358325	1		LOC_Os01g47660.1	1
Chr1	22822363	22822522	-	"ID=LOC_Os01g40420.1:cds_1;Parent=LOC_Os01g40420.1"	LOC_Os01g40420.1	22822522	1		LOC_Os01g47680.1	1
Chr1	23408698	23409774	+	"ID=LOC_Os01g41370.1:cds_1;Parent=LOC_Os01g41370.1"	LOC_Os01g41370.1	23408698	1		LOC_Os01g48600.1	1
Chr1	23456155	23457648	+	"ID=LOC_Os01g41430.1:cds_1;Parent=LOC_Os01g41430.1"	LOC_Os01g41430.1	23456155	1		LOC_Os01g48610.1	1
Chr1	22379143	22379403	+	"ID=LOC_Os01g39680.1:cds_1;Parent=LOC_Os01g39680.1"	LOC_Os01g39680.1	22379143	1		LOC_Os01g48640.1	1
Chr1	24081625	24081986	-	"ID=LOC_Os01g42380.1:cds_1;Parent=LOC_Os01g42380.1"	LOC_Os01g42380.1	24081986	1		LOC_Os01g48680.1	1
Chr1	22859421	22859601	-	"ID=LOC_Os01g40470.1:cds_1;Parent=LOC_Os01g40470.1"	LOC_Os01g40470.1	22859601	1		LOC_Os01g46840.1	1
Chr1	22868546	22871788	-	"ID=LOC_Os01g40480.1:cds_1;Parent=LOC_Os01g40480.1"	LOC_Os01g40480.1	22871788	1		LOC_Os01g46870.1	1
Chr1	22902015	22902114	-	"ID=LOC_Os01g40550.1:cds_1;Parent=LOC_Os01g40550.1"	LOC_Os01g40550.1	22902114	1		LOC_Os01g49260.1	1
Chr1	22910500	22910542	-	"ID=LOC_Os01g40570.1:cds_1;Parent=LOC_Os01g40570.1"	LOC_Os01g40570.1	22910542	1		LOC_Os01g49280.1	1
Chr1	21128145	21128151	-	"ID=LOC_Os01g37770.1:cds_1;Parent=LOC_Os01g37770.1"	LOC_Os01g37770.1	21128151	1		LOC_Os01g49290.1	1
Chr1	21719946	21720081	+	"ID=LOC_Os01g38670.1:cds_1;Parent=LOC_Os01g38670.1"	LOC_Os01g38670.1	21719946	1		LOC_Os01g49320.1	1
Chr1	21150461	21150850	+	"ID=LOC_Os01g37810.1:cds_1;Parent=LOC_Os01g37810.1"	LOC_Os01g37810.1	21150461	1		LOC_Os01g47690.1	1
Chr1	21155114	21155434	-	"ID=LOC_Os01g37820.1:cds_1;Parent=LOC_Os01g37820.1"	LOC_Os01g37820.1	21155434	1		LOC_Os01g47700.1	1
Chr1	21159127	21159386	+	"ID=LOC_Os01g37825.1:cds_1;Parent=LOC_Os01g37825.1"	LOC_Os01g37825.1	21159127	1		LOC_Os01g47710.1	1
Chr1	19135886	19136053	+	"ID=LOC_Os01g34700.1:cds_1;Parent=LOC_Os01g34700.1"	LOC_Os01g34700.1	19135886	1		LOC_Os01g47730.1	1
Chr1	20501295	20501694	-	"ID=LOC_Os01g36840.1:cds_1;Parent=LOC_Os01g36840.1"	LOC_Os01g36840.1	20501694	1		LOC_Os01g48690.1	1
Chr1	21168031	21168114	+	"ID=LOC_Os01g37832.1:cds_1;Parent=LOC_Os01g37832.1"	LOC_Os01g37832.1	21168031	1		LOC_Os01g46910.1	1
Chr1	19824808	19825100	+	"ID=LOC_Os01g35789.1:cds_1;Parent=LOC_Os01g35789.1"	LOC_Os01g35789.1	19824808	1		LOC_Os01g46926.1	1
Chr1	20538560	20538886	-	"ID=LOC_Os01g36870.1:cds_1;Parent=LOC_Os01g36870.1"	LOC_Os01g36870.1	20538886	1		LOC_Os01g46932.1	1
Chr1	21175991	21176123	+	"ID=LOC_Os01g37837.1:cds_1;Parent=LOC_Os01g37837.1"	LOC_Os01g37837.1	21175991	1		LOC_Os01g46950.1	1
Chr1	21181650	21181957	+	"ID=LOC_Os01g37842.1:cds_1;Parent=LOC_Os01g37842.1"	LOC_Os01g37842.1	21181650	1		LOC_Os01g49340.1	1
Chr1	21185004	21185112	+	"ID=LOC_Os01g37850.1:cds_1;Parent=LOC_Os01g37850.1"	LOC_Os01g37850.1	21185004	1		LOC_Os01g49350.1	1
Chr1	19185666	19185683	-	"ID=LOC_Os01g34780.1:cds_1;Parent=LOC_Os01g34780.1"	LOC_Os01g34780.1	19185683	1		LOC_Os01g49370.1	1
Chr1	19200496	19201248	-	"ID=LOC_Os01g34790.1:cds_1;Parent=LOC_Os01g34790.1"	LOC_Os01g34790.1	19201248	1		LOC_Os01g47760.1	1
Chr1	19853786	19853836	-	"ID=LOC_Os01g35850.1:cds_1;Parent=LOC_Os01g35850.1"	LOC_Os01g35850.1	19853836	1		LOC_Os01g47770.1	1
Chr1	20589445	20589454	-	"ID=LOC_Os01g36930.1:cds_1;Parent=LOC_Os01g36930.1"	LOC_Os01g36930.1	20589454	1		LOC_Os01g48710.1	1
Chr1	20601474	20602191	-	"ID=LOC_Os01g36950.1:cds_1;Parent=LOC_Os01g36950.1"	LOC_Os01g36950.1	20602191	1		LOC_Os01g48720.1	1
Chr1	21195432	21195673	+	"ID=LOC_Os01g37870.4:cds_1;Parent=LOC_Os01g37870.4"	LOC_Os01g37870.4	21195432	1		LOC_Os01g48740.1	1
Chr1	21230502	21230747	+	"ID=LOC_Os01g37910.1:cds_1;Parent=LOC_Os01g37910.1"	LOC_Os01g37910.1	21230502	1		LOC_Os01g46970.1	1
Chr1	19301853	19302032	-	"ID=LOC_Os01g34920.1:cds_1;Parent=LOC_Os01g34920.1"	LOC_Os01g34920.1	19302032	1		LOC_Os01g46980.1	1
Chr1	19913890	19914158	-	"ID=LOC_Os01g35990.1:cds_1;Parent=LOC_Os01g35990.1"	LOC_Os01g35990.1	19914158	1		LOC_Os01g46984.1	1
Chr1	20641029	20641181	+	"ID=LOC_Os01g37000.1:cds_1;Parent=LOC_Os01g37000.1"	LOC_Os01g37000.1	20641029	1		LOC_Os01g49440.1	1
Chr1	21270389	21270739	-	"ID=LOC_Os01g37960.1:cds_1;Parent=LOC_Os01g37960.1"	LOC_Os01g37960.1	21270739	1		LOC_Os01g49470.1	1
Chr1	21275725	21275818	+	"ID=LOC_Os01g37980.1:cds_1;Parent=LOC_Os01g37980.1"	LOC_Os01g37980.1	21275725	1		LOC_Os01g47800.1	1
Chr1	19959817	19959904	+	"ID=LOC_Os01g36070.1:cds_1;Parent=LOC_Os01g36070.1"	LOC_Os01g36070.1	19959817	1		LOC_Os01g47820.1	1
Chr1	19969828	19969948	-	"ID=LOC_Os01g36080.1:cds_1;Parent=LOC_Os01g36080.1"	LOC_Os01g36080.1	19969948	1		LOC_Os01g48770.2	1
Chr1	20670530	20670916	-	"ID=LOC_Os01g37050.1:cds_1;Parent=LOC_Os01g37050.1"	LOC_Os01g37050.1	20670916	1		LOC_Os01g48790.1	1
Chr1	20700665	20700798	+	"ID=LOC_Os01g37090.1:cds_1;Parent=LOC_Os01g37090.1"	LOC_Os01g37090.1	20700665	1		LOC_Os01g47040.1	1
Chr1	20714344	20714460	+	"ID=LOC_Os01g37110.1:cds_1;Parent=LOC_Os01g37110.1"	LOC_Os01g37110.1	20714344	1		LOC_Os01g47050.1	1
Chr1	21339944	21340306	-	"ID=LOC_Os01g38100.1:cds_1;Parent=LOC_Os01g38100.1"	LOC_Os01g38100.1	21340306	1		LOC_Os01g47070.1	1
Chr1	21342378	21343952	-	"ID=LOC_Os01g38110.1:cds_1;Parent=LOC_Os01g38110.1"	LOC_Os01g38110.1	21343952	1		LOC_Os01g49510.1	1
Chr1	19380798	19380846	+	"ID=LOC_Os01g35030.1:cds_1;Parent=LOC_Os01g35030.1"	LOC_Os01g35030.1	19380798	1		LOC_Os01g47900.1	1
Chr1	19390022	19390204	+	"ID=LOC_Os01g35040.1:cds_1;Parent=LOC_Os01g35040.1"	LOC_Os01g35040.1	19390022	1		LOC_Os01g48800.1	1
Chr1	20721762	20722031	-	"ID=LOC_Os01g37120.1:cds_1;Parent=LOC_Os01g37120.1"	LOC_Os01g37120.1	20722031	1		LOC_Os01g48810.1	1
Chr1	20738657	20738967	+	"ID=LOC_Os01g37130.1:cds_1;Parent=LOC_Os01g37130.1"	LOC_Os01g37130.1	20738657	1		LOC_Os01g48820.1	1
Chr1	19402914	19403227	-	"ID=LOC_Os01g35050.3:cds_1;Parent=LOC_Os01g35050.3"	LOC_Os01g35050.3	19403227	1		LOC_Os01g48874.1	1
Chr1	20034244	20034792	+	"ID=LOC_Os01g36220.1:cds_1;Parent=LOC_Os01g36220.1"	LOC_Os01g36220.1	20034244	1		LOC_Os01g47130.1	1
Chr1	20042107	20042295	+	"ID=LOC_Os01g36229.1:cds_1;Parent=LOC_Os01g36229.1"	LOC_Os01g36229.1	20042107	1		LOC_Os01g47180.1	1
Chr1	20062028	20062270	+	"ID=LOC_Os01g36240.1:cds_1;Parent=LOC_Os01g36240.1"	LOC_Os01g36240.1	20062028	1		LOC_Os01g49529.1	1
Chr1	20784624	20785176	-	"ID=LOC_Os01g37210.2:cds_1;Parent=LOC_Os01g37210.2"	LOC_Os01g37210.2	20785176	1		LOC_Os01g49560.1	1
Chr1	20806904	20807044	+	"ID=LOC_Os01g37260.2:cds_1;Parent=LOC_Os01g37260.2"	LOC_Os01g37260.2	20806904	1		LOC_Os01g49600.1	1
Chr1	21383760	21384024	+	"ID=LOC_Os01g38180.1:cds_1;Parent=LOC_Os01g38180.1"	LOC_Os01g38180.1	21383760	1		LOC_Os01g49614.1	1
Chr1	21392410	21393717	-	"ID=LOC_Os01g38190.1:cds_1;Parent=LOC_Os01g38190.1"	LOC_Os01g38190.1	21393717	1		LOC_Os01g48000.1	1
Chr1	20125569	20125991	+	"ID=LOC_Os01g36294.1:cds_1;Parent=LOC_Os01g36294.1"	LOC_Os01g36294.1	20125569	1		LOC_Os01g48060.1	1
Chr1	19456435	19456834	-	"ID=LOC_Os01g35160.2:cds_1;Parent=LOC_Os01g35160.2"	LOC_Os01g35160.2	19456834	1		LOC_Os01g49630.1	1
Chr1	20192050	20192101	+	"ID=LOC_Os01g36390.1:cds_1;Parent=LOC_Os01g36390.1"	LOC_Os01g36390.1	20192050	1		LOC_Os01g49640.1	1
Chr1	19477265	19477435	-	"ID=LOC_Os01g35184.2:cds_1;Parent=LOC_Os01g35184.2"	LOC_Os01g35184.2	19477435	1		LOC_Os01g49650.1	1
Chr1	20242569	20242710	-	"ID=LOC_Os01g36460.1:cds_1;Parent=LOC_Os01g36460.1"	LOC_Os01g36460.1	20242710	1		LOC_Os01g49670.1	1
Chr1	21525859	21526135	+	"ID=LOC_Os01g38359.1:cds_1;Parent=LOC_Os01g38359.1"	LOC_Os01g38359.1	21525859	1		LOC_Os01g48920.1	1
Chr1	19507438	19508367	-	"ID=LOC_Os01g35230.1:cds_1;Parent=LOC_Os01g35230.1"	LOC_Os01g35230.1	19508367	1		LOC_Os01g47262.2	1
Chr1	20941084	20941106	-	"ID=LOC_Os01g37470.1:cds_1;Parent=LOC_Os01g37470.1"	LOC_Os01g37470.1	20941106	1		LOC_Os01g47290.1	1
Chr1	20945488	20945687	-	"ID=LOC_Os01g37480.1:cds_1;Parent=LOC_Os01g37480.1"	LOC_Os01g37480.1	20945687	1		LOC_Os01g48130.2	1
Chr1	20951191	20951670	-	"ID=LOC_Os01g37490.1:cds_1;Parent=LOC_Os01g37490.1"	LOC_Os01g37490.1	20951670	1		LOC_Os01g48190.1	1
Chr1	21626483	21626584	-	"ID=LOC_Os01g38480.1:cds_1;Parent=LOC_Os01g38480.1"	LOC_Os01g38480.1	21626584	1		LOC_Os01g48950.1	1
Chr1	21627407	21627886	-	"ID=LOC_Os01g38490.1:cds_1;Parent=LOC_Os01g38490.1"	LOC_Os01g38490.1	21627886	1		LOC_Os01g47340.1	1
Chr1	21630537	21630623	-	"ID=LOC_Os01g38500.1:cds_1;Parent=LOC_Os01g38500.1"	LOC_Os01g38500.1	21630623	1		LOC_Os01g47350.1	1
Chr1	21634113	21635078	+	"ID=LOC_Os01g38520.1:cds_1;Parent=LOC_Os01g38520.1"	LOC_Os01g38520.1	21634113	1		LOC_Os01g47400.1	1
Chr1	19547300	19547612	+	"ID=LOC_Os01g35320.1:cds_1;Parent=LOC_Os01g35320.1"	LOC_Os01g35320.1	19547300	1		LOC_Os01g49710.1	1
Chr1	19549729	19550150	-	"ID=LOC_Os01g35330.2:cds_1;Parent=LOC_Os01g35330.2"	LOC_Os01g35330.2	19550150	1		LOC_Os01g48200.1	1
Chr1	20290458	20290630	-	"ID=LOC_Os01g36560.1:cds_1;Parent=LOC_Os01g36560.1"	LOC_Os01g36560.1	20290630	1		LOC_Os01g48210.1	1
Chr1	20313114	20314142	-	"ID=LOC_Os01g36600.1:cds_1;Parent=LOC_Os01g36600.1"	LOC_Os01g36600.1	20314142	1		LOC_Os01g48220.1	1
Chr1	20318036	20319130	-	"ID=LOC_Os01g36620.1:cds_1;Parent=LOC_Os01g36620.1"	LOC_Os01g36620.1	20319130	1		LOC_Os01g48990.1	1
Chr1	20988226	20989368	+	"ID=LOC_Os01g37560.3:cds_1;Parent=LOC_Os01g37560.3"	LOC_Os01g37560.3	20988226	1		LOC_Os01g47410.1	1
Chr1	21038879	21038881	+	"ID=LOC_Os01g37590.1:cds_1;Parent=LOC_Os01g37590.1"	LOC_Os01g37590.1	21038879	1		LOC_Os01g47420.1	1
Chr1	21642627	21642872	-	"ID=LOC_Os01g38530.1:cds_1;Parent=LOC_Os01g38530.1"	LOC_Os01g38530.1	21642872	1		LOC_Os01g49720.1	1
Chr1	21668008	21668280	-	"ID=LOC_Os01g38580.1:cds_1;Parent=LOC_Os01g38580.1"	LOC_Os01g38580.1	21668280	1		LOC_Os01g49730.1	1
Chr1	20322723	20322821	+	"ID=LOC_Os01g36630.1:cds_1;Parent=LOC_Os01g36630.1"	LOC_Os01g36630.1	20322723	1		LOC_Os01g49750.1	1
Chr1	20329136	20331853	+	"ID=LOC_Os01g36640.1:cds_1;Parent=LOC_Os01g36640.1"	LOC_Os01g36640.1	20329136	1		LOC_Os01g49760.1	1
Chr1	20341221	20341745	-	"ID=LOC_Os01g36660.1:cds_1;Parent=LOC_Os01g36660.1"	LOC_Os01g36660.1	20341745	1		LOC_Os01g49770.1	1
Chr1	21063103	21063681	-	"ID=LOC_Os01g37650.1:cds_1;Parent=LOC_Os01g37650.1"	LOC_Os01g37650.1	21063681	1		LOC_Os01g48250.1	1
Chr1	21068583	21069896	+	"ID=LOC_Os01g37670.1:cds_1;Parent=LOC_Os01g37670.1"	LOC_Os01g37670.1	21068583	1		LOC_Os01g48270.1	1
Chr1	21687799	21689199	-	"ID=LOC_Os01g38610.1:cds_1;Parent=LOC_Os01g38610.1"	LOC_Os01g38610.1	21689199	1		LOC_Os01g48280.1	1
Chr1	21703235	21703366	-	"ID=LOC_Os01g38620.1:cds_1;Parent=LOC_Os01g38620.1"	LOC_Os01g38620.1	21703366	1		LOC_Os01g45460.1	1
Chr1	21713963	21714781	+	"ID=LOC_Os01g38650.1:cds_1;Parent=LOC_Os01g38650.1"	LOC_Os01g38650.1	21713963	1		LOC_Os01g45470.1	1
Chr1	19684113	19684529	+	"ID=LOC_Os01g35580.3:cds_1;Parent=LOC_Os01g35580.3"	LOC_Os01g35580.3	19684113	1		LOC_Os01g45530.1	1
Chr1	20387205	20388403	-	"ID=LOC_Os01g36720.1:cds_1;Parent=LOC_Os01g36720.1"	LOC_Os01g36720.1	20388403	1		LOC_Os01g45550.1	1
Chr1	21114938	21115690	-	"ID=LOC_Os01g37750.1:cds_1;Parent=LOC_Os01g37750.1"	LOC_Os01g37750.1	21115690	1		LOC_Os01g46590.1	1
Chr1	21119278	21119851	+	"ID=LOC_Os01g37760.1:cds_1;Parent=LOC_Os01g37760.1"	LOC_Os01g37760.1	21119278	1		LOC_Os01g43170.1	1
Chr1	27095573	27095626	+	"ID=LOC_Os01g47420.1:cds_1;Parent=LOC_Os01g47420.1"	LOC_Os01g47420.1	27095573	1		LOC_Os01g44050.1	1
Chr1	27681103	27681462	-	"ID=LOC_Os01g48300.2:cds_1;Parent=LOC_Os01g48300.2"	LOC_Os01g48300.2	27681462	1		LOC_Os01g44069.1	1
Chr1	28136492	28136610	+	"ID=LOC_Os01g49000.1:cds_1;Parent=LOC_Os01g49000.1"	LOC_Os01g49000.1	28136492	1		LOC_Os01g45570.1	1
Chr1	28161781	28161902	+	"ID=LOC_Os01g49010.1:cds_1;Parent=LOC_Os01g49010.1"	LOC_Os01g49010.1	28161781	1		LOC_Os01g45620.1	1
Chr1	27124681	27125361	+	"ID=LOC_Os01g47460.1:cds_1;Parent=LOC_Os01g47460.1"	LOC_Os01g47460.1	27124681	1		LOC_Os01g42500.1	1
Chr1	27132561	27133213	-	"ID=LOC_Os01g47470.1:cds_1;Parent=LOC_Os01g47470.1"	LOC_Os01g47470.1	27133213	1		LOC_Os01g42520.1	1
Chr1	28654300	28655877	-	"ID=LOC_Os01g49890.1:cds_1;Parent=LOC_Os01g49890.1"	LOC_Os01g49890.1	28655877	1		LOC_Os01g43220.1	1
Chr1	28660202	28660423	-	"ID=LOC_Os01g49900.1:cds_1;Parent=LOC_Os01g49900.1"	LOC_Os01g49900.1	28660423	1		LOC_Os01g44120.1	1
Chr1	28666403	28667408	+	"ID=LOC_Os01g49910.1:cds_1;Parent=LOC_Os01g49910.1"	LOC_Os01g49910.1	28666403	1		LOC_Os01g45624.1	1
Chr1	27684470	27685228	-	"ID=LOC_Os01g48310.1:cds_1;Parent=LOC_Os01g48310.1"	LOC_Os01g48310.1	27685228	1		LOC_Os01g45640.1	1
Chr1	27690835	27691833	-	"ID=LOC_Os01g48320.1:cds_1;Parent=LOC_Os01g48320.1"	LOC_Os01g48320.1	27691833	1		LOC_Os01g45659.1	1
Chr1	27714760	27714920	+	"ID=LOC_Os01g48360.1:cds_1;Parent=LOC_Os01g48360.1"	LOC_Os01g48360.1	27714760	1		LOC_Os01g45670.1	1
Chr1	26527710	26527771	+	"ID=LOC_Os01g46580.1:cds_1;Parent=LOC_Os01g46580.1"	LOC_Os01g46580.1	26527710	1		LOC_Os01g45700.1	1
Chr1	26536974	26537022	-	"ID=LOC_Os01g46610.1:cds_1;Parent=LOC_Os01g46610.1"	LOC_Os01g46610.1	26537022	1		LOC_Os01g45720.1	1
Chr1	28166843	28166883	-	"ID=LOC_Os01g49020.1:cds_1;Parent=LOC_Os01g49020.1"	LOC_Os01g49020.1	28166883	1		LOC_Os01g42620.2	1
Chr1	28173922	28174016	+	"ID=LOC_Os01g49026.1:cds_1;Parent=LOC_Os01g49026.1"	LOC_Os01g49026.1	28173922	1		LOC_Os01g42630.1	1
Chr1	28176782	28176950	+	"ID=LOC_Os01g49030.1:cds_1;Parent=LOC_Os01g49030.1"	LOC_Os01g49030.1	28176782	1		LOC_Os01g43230.1	1
Chr1	27146882	27147007	+	"ID=LOC_Os01g47490.2:cds_1;Parent=LOC_Os01g47490.2"	LOC_Os01g47490.2	27146882	1		LOC_Os01g43250.1	1
Chr1	27720812	27721105	-	"ID=LOC_Os01g48370.1:cds_1;Parent=LOC_Os01g48370.1"	LOC_Os01g48370.1	27721105	1		LOC_Os01g43274.1	1
Chr1	28190433	28190542	+	"ID=LOC_Os01g49060.1:cds_1;Parent=LOC_Os01g49060.1"	LOC_Os01g49060.1	28190433	1		LOC_Os01g43280.1	1
Chr1	27172065	27172115	+	"ID=LOC_Os01g47530.1:cds_1;Parent=LOC_Os01g47530.1"	LOC_Os01g47530.1	27172065	1		LOC_Os01g44210.1	1
Chr1	27733852	27733948	+	"ID=LOC_Os01g48390.2:cds_1;Parent=LOC_Os01g48390.2"	LOC_Os01g48390.2	27733852	1		LOC_Os01g45750.1	1
Chr1	27742623	27742980	+	"ID=LOC_Os01g48410.1:cds_1;Parent=LOC_Os01g48410.1"	LOC_Os01g48410.1	27742623	1		LOC_Os01g45760.1	1
Chr1	27747636	27747790	-	"ID=LOC_Os01g48420.1:cds_1;Parent=LOC_Os01g48420.1"	LOC_Os01g48420.1	27747790	1		LOC_Os01g42650.1	1
Chr1	27759873	27760792	-	"ID=LOC_Os01g48440.1:cds_1;Parent=LOC_Os01g48440.1"	LOC_Os01g48440.1	27760792	1		LOC_Os01g43360.1	1
Chr1	26592223	26593143	+	"ID=LOC_Os01g46700.1:cds_1;Parent=LOC_Os01g46700.1"	LOC_Os01g46700.1	26592223	1		LOC_Os01g45840.1	1
Chr1	26611928	26612185	+	"ID=LOC_Os01g46720.1:cds_1;Parent=LOC_Os01g46720.1"	LOC_Os01g46720.1	26611928	1		LOC_Os01g45860.1	1
Chr1	28232229	28232383	+	"ID=LOC_Os01g49110.2:cds_1;Parent=LOC_Os01g49110.2"	LOC_Os01g49110.2	28232229	1		LOC_Os01g42690.1	1
Chr1	28238187	28238456	-	"ID=LOC_Os01g49120.1:cds_1;Parent=LOC_Os01g49120.1"	LOC_Os01g49120.1	28238456	1		LOC_Os01g42700.2	1
Chr1	28245907	28246062	-	"ID=LOC_Os01g49150.1:cds_1;Parent=LOC_Os01g49150.1"	LOC_Os01g49150.1	28246062	1		LOC_Os01g43370.2	1
Chr1	27182544	27182700	-	"ID=LOC_Os01g47540.1:cds_1;Parent=LOC_Os01g47540.1"	LOC_Os01g47540.1	27182700	1		LOC_Os01g43380.1	1
Chr1	27781288	27782160	-	"ID=LOC_Os01g48446.1:cds_1;Parent=LOC_Os01g48446.1"	LOC_Os01g48446.1	27782160	1		LOC_Os01g43390.1	1
Chr1	26629027	26629175	+	"ID=LOC_Os01g46750.1:cds_1;Parent=LOC_Os01g46750.1"	LOC_Os01g46750.1	26629027	1		LOC_Os01g43410.1	1
Chr1	28247166	28247597	+	"ID=LOC_Os01g49154.1:cds_1;Parent=LOC_Os01g49154.1"	LOC_Os01g49154.1	28247166	1		LOC_Os01g45900.1	1
Chr1	28250150	28250285	+	"ID=LOC_Os01g49160.1:cds_1;Parent=LOC_Os01g49160.1"	LOC_Os01g49160.1	28250150	1		LOC_Os01g45910.1	1
Chr1	27200806	27200948	-	"ID=LOC_Os01g47560.1:cds_1;Parent=LOC_Os01g47560.1"	LOC_Os01g47560.1	27200948	1		LOC_Os01g45914.1	1
