CHROM	FRAG_START	FRAG_STOP	STRAND	DESCRITION	MODEL
Chr4	5380095	5381565	-	"ID=LOC_Os04g10000.1;Name=LOC_Os04g10000.1;Parent=LOC_Os04g10000"	LOC_Os04g10000.1
Chr4	5428338	5434028	-	"ID=LOC_Os04g10060.1;Name=LOC_Os04g10060.1;Parent=LOC_Os04g10060"	LOC_Os04g10060.1
Chr4	4543617	4547560	+	"ID=LOC_Os04g08450.3;Name=LOC_Os04g08450.3;Parent=LOC_Os04g08450"	LOC_Os04g08450.3
Chr4	5483441	5484258	-	"ID=LOC_Os04g10150.1;Name=LOC_Os04g10150.1;Parent=LOC_Os04g10150"	LOC_Os04g10150.1
Chr4	6372777	6376430	+	"ID=LOC_Os04g11630.1;Name=LOC_Os04g11630.1;Parent=LOC_Os04g11630"	LOC_Os04g11630.1
Chr4	6384635	6388935	-	"ID=LOC_Os04g11660.1;Name=LOC_Os04g11660.1;Parent=LOC_Os04g11660"	LOC_Os04g11660.1
Chr4	3766125	3768464	+	"ID=LOC_Os04g07110.1;Name=LOC_Os04g07110.1;Parent=LOC_Os04g07110"	LOC_Os04g07110.1
Chr4	4637978	4640929	-	"ID=LOC_Os04g08550.1;Name=LOC_Os04g08550.1;Parent=LOC_Os04g08550"	LOC_Os04g08550.1
Chr4	5521913	5522778	+	"ID=LOC_Os04g10214.1;Name=LOC_Os04g10214.1;Parent=LOC_Os04g10214"	LOC_Os04g10214.1
Chr4	5526857	5530346	-	"ID=LOC_Os04g10240.1;Name=LOC_Os04g10240.1;Parent=LOC_Os04g10240"	LOC_Os04g10240.1
Chr4	4688336	4689496	-	"ID=LOC_Os04g08630.1;Name=LOC_Os04g08630.1;Parent=LOC_Os04g08630"	LOC_Os04g08630.1
Chr4	4691155	4692354	+	"ID=LOC_Os04g08640.2;Name=LOC_Os04g08640.2;Parent=LOC_Os04g08640"	LOC_Os04g08640.2
Chr4	6475332	6481870	-	"ID=LOC_Os04g11820.1;Name=LOC_Os04g11820.1;Parent=LOC_Os04g11820"	LOC_Os04g11820.1
Chr4	4738375	4742348	+	"ID=LOC_Os04g08740.1;Name=LOC_Os04g08740.1;Parent=LOC_Os04g08740"	LOC_Os04g08740.1
Chr4	4749120	4752352	+	"ID=LOC_Os04g08749.1;Name=LOC_Os04g08749.1;Parent=LOC_Os04g08749"	LOC_Os04g08749.1
Chr4	5608740	5630277	+	"ID=LOC_Os04g10380.1;Name=LOC_Os04g10380.1;Parent=LOC_Os04g10380"	LOC_Os04g10380.1
Chr4	6499150	6499662	-	"ID=LOC_Os04g11840.1;Name=LOC_Os04g11840.1;Parent=LOC_Os04g11840"	LOC_Os04g11840.1
Chr4	6511575	6519015	+	"ID=LOC_Os04g11880.1;Name=LOC_Os04g11880.1;Parent=LOC_Os04g11880"	LOC_Os04g11880.1
Chr4	4816607	4822779	-	"ID=LOC_Os04g08800.1;Name=LOC_Os04g08800.1;Parent=LOC_Os04g08800"	LOC_Os04g08800.1
Chr4	4869932	4872151	+	"ID=LOC_Os04g08824.1;Name=LOC_Os04g08824.1;Parent=LOC_Os04g08824"	LOC_Os04g08824.1
Chr4	5636744	5640487	-	"ID=LOC_Os04g10400.1;Name=LOC_Os04g10400.1;Parent=LOC_Os04g10400"	LOC_Os04g10400.1
Chr4	5644929	5649613	+	"ID=LOC_Os04g10410.1;Name=LOC_Os04g10410.1;Parent=LOC_Os04g10410"	LOC_Os04g10410.1
Chr4	5655847	5666499	-	"ID=LOC_Os04g10420.1;Name=LOC_Os04g10420.1;Parent=LOC_Os04g10420"	LOC_Os04g10420.1
Chr4	5669157	5675737	+	"ID=LOC_Os04g10434.1;Name=LOC_Os04g10434.1;Parent=LOC_Os04g10434"	LOC_Os04g10434.1
Chr4	5686452	5689491	+	"ID=LOC_Os04g10460.1;Name=LOC_Os04g10460.1;Parent=LOC_Os04g10460"	LOC_Os04g10460.1
Chr4	6520533	6522270	-	"ID=LOC_Os04g11890.1;Name=LOC_Os04g11890.1;Parent=LOC_Os04g11890"	LOC_Os04g11890.1
Chr4	4923766	4925539	-	"ID=LOC_Os04g09260.1;Name=LOC_Os04g09260.1;Parent=LOC_Os04g09260"	LOC_Os04g09260.1
Chr4	5727999	5731952	+	"ID=LOC_Os04g10530.1;Name=LOC_Os04g10530.1;Parent=LOC_Os04g10530"	LOC_Os04g10530.1
Chr4	6564625	6566887	+	"ID=LOC_Os04g11970.1;Name=LOC_Os04g11970.1;Parent=LOC_Os04g11970"	LOC_Os04g11970.1
Chr4	4969979	4975369	+	"ID=LOC_Os04g09350.1;Name=LOC_Os04g09350.1;Parent=LOC_Os04g09350"	LOC_Os04g09350.1
Chr4	5802055	5811151	+	"ID=LOC_Os04g10680.1;Name=LOC_Os04g10680.1;Parent=LOC_Os04g10680"	LOC_Os04g10680.1
Chr4	5005077	5006210	-	"ID=LOC_Os04g09390.1;Name=LOC_Os04g09390.1;Parent=LOC_Os04g09390"	LOC_Os04g09390.1
Chr4	13863249	13868260	+	"ID=LOC_Os04g24220.1;Name=LOC_Os04g24220.1;Parent=LOC_Os04g24220"	LOC_Os04g24220.1
Chr4	16548299	16550868	+	"ID=LOC_Os04g28020.1;Name=LOC_Os04g28020.1;Parent=LOC_Os04g28020"	LOC_Os04g28020.1
Chr4	16553185	16559358	+	"ID=LOC_Os04g28040.1;Name=LOC_Os04g28040.1;Parent=LOC_Os04g28040"	LOC_Os04g28040.1
Chr4	16561961	16566499	+	"ID=LOC_Os04g28050.1;Name=LOC_Os04g28050.1;Parent=LOC_Os04g28050"	LOC_Os04g28050.1
Chr4	14807385	14813241	+	"ID=LOC_Os04g25550.1;Name=LOC_Os04g25550.1;Parent=LOC_Os04g25550"	LOC_Os04g25550.1
Chr4	14813270	14819280	-	"ID=LOC_Os04g25560.1;Name=LOC_Os04g25560.1;Parent=LOC_Os04g25560"	LOC_Os04g25560.1
Chr4	15632138	15653865	-	"ID=LOC_Os04g26790.1;Name=LOC_Os04g26790.1;Parent=LOC_Os04g26790"	LOC_Os04g26790.1
Chr4	15844553	15853785	-	"ID=LOC_Os04g26834.1;Name=LOC_Os04g26834.1;Parent=LOC_Os04g26834"	LOC_Os04g26834.1
Chr4	16579869	16587180	+	"ID=LOC_Os04g28090.1;Name=LOC_Os04g28090.1;Parent=LOC_Os04g28090"	LOC_Os04g28090.1
Chr4	16590469	16593924	-	"ID=LOC_Os04g28100.1;Name=LOC_Os04g28100.1;Parent=LOC_Os04g28100"	LOC_Os04g28100.1
Chr4	16602471	16605138	+	"ID=LOC_Os04g28120.1;Name=LOC_Os04g28120.1;Parent=LOC_Os04g28120"	LOC_Os04g28120.1
Chr4	16614563	16618026	+	"ID=LOC_Os04g28130.1;Name=LOC_Os04g28130.1;Parent=LOC_Os04g28130"	LOC_Os04g28130.1
Chr4	13220130	13225106	-	"ID=LOC_Os04g23220.1;Name=LOC_Os04g23220.1;Parent=LOC_Os04g23220"	LOC_Os04g23220.1
Chr4	15874136	15880226	+	"ID=LOC_Os04g26850.2;Name=LOC_Os04g26850.2;Parent=LOC_Os04g26850"	LOC_Os04g26850.2
Chr4	15888815	15893913	+	"ID=LOC_Os04g26870.1;Name=LOC_Os04g26870.1;Parent=LOC_Os04g26870"	LOC_Os04g26870.1
Chr4	13936564	13937522	-	"ID=LOC_Os04g24319.1;Name=LOC_Os04g24319.1;Parent=LOC_Os04g24319"	LOC_Os04g24319.1
Chr4	14863453	14864827	-	"ID=LOC_Os04g25650.1;Name=LOC_Os04g25650.1;Parent=LOC_Os04g25650"	LOC_Os04g25650.1
Chr4	13311048	13311971	-	"ID=LOC_Os04g23319.1;Name=LOC_Os04g23319.1;Parent=LOC_Os04g23319"	LOC_Os04g23319.1
Chr4	15915619	15918920	+	"ID=LOC_Os04g26910.1;Name=LOC_Os04g26910.1;Parent=LOC_Os04g26910"	LOC_Os04g26910.1
Chr4	13989149	13997590	-	"ID=LOC_Os04g24410.1;Name=LOC_Os04g24410.1;Parent=LOC_Os04g24410"	LOC_Os04g24410.1
Chr4	14008245	14013440	+	"ID=LOC_Os04g24430.1;Name=LOC_Os04g24430.1;Parent=LOC_Os04g24430"	LOC_Os04g24430.1
Chr4	14927225	14929680	+	"ID=LOC_Os04g25740.1;Name=LOC_Os04g25740.1;Parent=LOC_Os04g25740"	LOC_Os04g25740.1
Chr4	14040508	14041461	+	"ID=LOC_Os04g24478.1;Name=LOC_Os04g24478.1;Parent=LOC_Os04g24478"	LOC_Os04g24478.1
Chr4	16001490	16005331	+	"ID=LOC_Os04g27060.1;Name=LOC_Os04g27060.1;Parent=LOC_Os04g27060"	LOC_Os04g27060.1
Chr4	16057927	16068256	-	"ID=LOC_Os04g27190.1;Name=LOC_Os04g27190.1;Parent=LOC_Os04g27190"	LOC_Os04g27190.1
Chr4	14056400	14061288	+	"ID=LOC_Os04g24510.1;Name=LOC_Os04g24510.1;Parent=LOC_Os04g24510"	LOC_Os04g24510.1
Chr4	14085386	14095095	+	"ID=LOC_Os04g24550.1;Name=LOC_Os04g24550.1;Parent=LOC_Os04g24550"	LOC_Os04g24550.1
Chr4	14969824	14971484	+	"ID=LOC_Os04g25800.1;Name=LOC_Os04g25800.1;Parent=LOC_Os04g25800"	LOC_Os04g25800.1
Chr4	13466420	13468869	-	"ID=LOC_Os04g23550.1;Name=LOC_Os04g23550.1;Parent=LOC_Os04g23550"	LOC_Os04g23550.1
Chr4	14129614	14132611	+	"ID=LOC_Os04g24600.1;Name=LOC_Os04g24600.1;Parent=LOC_Os04g24600"	LOC_Os04g24600.1
Chr4	13493211	13498065	-	"ID=LOC_Os04g23580.1;Name=LOC_Os04g23580.1;Parent=LOC_Os04g23580"	LOC_Os04g23580.1
Chr4	13519777	13520930	+	"ID=LOC_Os04g23610.1;Name=LOC_Os04g23610.1;Parent=LOC_Os04g23610"	LOC_Os04g23610.1
Chr4	13525940	13531038	+	"ID=LOC_Os04g23630.1;Name=LOC_Os04g23630.1;Parent=LOC_Os04g23630"	LOC_Os04g23630.1
Chr4	14185877	14187787	-	"ID=LOC_Os04g24710.1;Name=LOC_Os04g24710.1;Parent=LOC_Os04g24710"	LOC_Os04g24710.1
Chr4	14248839	14253049	-	"ID=LOC_Os04g24804.1;Name=LOC_Os04g24804.1;Parent=LOC_Os04g24804"	LOC_Os04g24804.1
Chr4	13607957	13610433	+	"ID=LOC_Os04g23820.1;Name=LOC_Os04g23820.1;Parent=LOC_Os04g23820"	LOC_Os04g23820.1
Chr4	13618723	13625051	-	"ID=LOC_Os04g23849.1;Name=LOC_Os04g23849.1;Parent=LOC_Os04g23849"	LOC_Os04g23849.1
Chr4	15284291	15284915	+	"ID=LOC_Os04g26220.1;Name=LOC_Os04g26220.1;Parent=LOC_Os04g26220"	LOC_Os04g26220.1
Chr4	15292547	15293235	+	"ID=LOC_Os04g26230.1;Name=LOC_Os04g26230.1;Parent=LOC_Os04g26230"	LOC_Os04g26230.1
Chr4	13641585	13654501	-	"ID=LOC_Os04g23890.2;Name=LOC_Os04g23890.2;Parent=LOC_Os04g23890"	LOC_Os04g23890.2
Chr4	16329591	16332078	-	"ID=LOC_Os04g27620.1;Name=LOC_Os04g27620.1;Parent=LOC_Os04g27620"	LOC_Os04g27620.1
Chr4	16349934	16354016	-	"ID=LOC_Os04g27670.1;Name=LOC_Os04g27670.1;Parent=LOC_Os04g27670"	LOC_Os04g27670.1
Chr4	14453467	14454812	-	"ID=LOC_Os04g25060.1;Name=LOC_Os04g25060.1;Parent=LOC_Os04g25060"	LOC_Os04g25060.1
Chr4	13672710	13675884	+	"ID=LOC_Os04g23910.1;Name=LOC_Os04g23910.1;Parent=LOC_Os04g23910"	LOC_Os04g23910.1
Chr4	14543677	14544368	-	"ID=LOC_Os04g25160.1;Name=LOC_Os04g25160.1;Parent=LOC_Os04g25160"	LOC_Os04g25160.1
Chr4	14558920	14559618	-	"ID=LOC_Os04g25190.1;Name=LOC_Os04g25190.1;Parent=LOC_Os04g25190"	LOC_Os04g25190.1
Chr4	15443386	15448006	-	"ID=LOC_Os04g26490.1;Name=LOC_Os04g26490.1;Parent=LOC_Os04g26490"	LOC_Os04g26490.1
Chr4	15499546	15500598	-	"ID=LOC_Os04g26550.1;Name=LOC_Os04g26550.1;Parent=LOC_Os04g26550"	LOC_Os04g26550.1
Chr4	16419959	16424898	+	"ID=LOC_Os04g27790.1;Name=LOC_Os04g27790.1;Parent=LOC_Os04g27790"	LOC_Os04g27790.1
Chr4	13771321	13773274	+	"ID=LOC_Os04g24110.1;Name=LOC_Os04g24110.1;Parent=LOC_Os04g24110"	LOC_Os04g24110.1
Chr4	13802276	13803543	+	"ID=LOC_Os04g24140.1;Name=LOC_Os04g24140.1;Parent=LOC_Os04g24140"	LOC_Os04g24140.1
Chr4	13821589	13830213	-	"ID=LOC_Os04g24170.1;Name=LOC_Os04g24170.1;Parent=LOC_Os04g24170"	LOC_Os04g24170.1
Chr4	14675326	14679205	+	"ID=LOC_Os04g25360.1;Name=LOC_Os04g25360.1;Parent=LOC_Os04g25360"	LOC_Os04g25360.1
Chr4	14680107	14681661	+	"ID=LOC_Os04g25370.1;Name=LOC_Os04g25370.1;Parent=LOC_Os04g25370"	LOC_Os04g25370.1
Chr4	14692552	14694230	+	"ID=LOC_Os04g25380.1;Name=LOC_Os04g25380.1;Parent=LOC_Os04g25380"	LOC_Os04g25380.1
Chr4	14711401	14716828	+	"ID=LOC_Os04g25400.2;Name=LOC_Os04g25400.2;Parent=LOC_Os04g25400"	LOC_Os04g25400.2
Chr4	16519831	16521452	-	"ID=LOC_Os04g27980.1;Name=LOC_Os04g27980.1;Parent=LOC_Os04g27980"	LOC_Os04g27980.1
Chr4	14718532	14722122	-	"ID=LOC_Os04g25410.1;Name=LOC_Os04g25410.1;Parent=LOC_Os04g25410"	LOC_Os04g25410.1
Chr4	14742171	14744334	-	"ID=LOC_Os04g25440.1;Name=LOC_Os04g25440.1;Parent=LOC_Os04g25440"	LOC_Os04g25440.1
Chr4	13154099	13155515	+	"ID=LOC_Os04g23140.1;Name=LOC_Os04g23140.1;Parent=LOC_Os04g23140"	LOC_Os04g23140.1
Chr4	13176740	13183064	-	"ID=LOC_Os04g23180.1;Name=LOC_Os04g23180.1;Parent=LOC_Os04g23180"	LOC_Os04g23180.1
Chr4	11375314	11377317	-	"ID=LOC_Os04g20330.1;Name=LOC_Os04g20330.1;Parent=LOC_Os04g20330"	LOC_Os04g20330.1
Chr4	10624933	10627883	+	"ID=LOC_Os04g19140.1;Name=LOC_Os04g19140.1;Parent=LOC_Os04g19140"	LOC_Os04g19140.1
Chr4	11408523	11410376	-	"ID=LOC_Os04g20400.1;Name=LOC_Os04g20400.1;Parent=LOC_Os04g20400"	LOC_Os04g20400.1
Chr4	11421422	11423034	-	"ID=LOC_Os04g20420.1;Name=LOC_Os04g20420.1;Parent=LOC_Os04g20420"	LOC_Os04g20420.1
Chr4	11450567	11455777	+	"ID=LOC_Os04g20474.1;Name=LOC_Os04g20474.1;Parent=LOC_Os04g20474"	LOC_Os04g20474.1
Chr4	12425564	12427457	+	"ID=LOC_Os04g21950.1;Name=LOC_Os04g21950.1;Parent=LOC_Os04g21950"	LOC_Os04g21950.1
Chr4	9888777	9915608	-	"ID=LOC_Os04g18010.1;Name=LOC_Os04g18010.1;Parent=LOC_Os04g18010"	LOC_Os04g18010.1
Chr4	9939614	9956327	-	"ID=LOC_Os04g18030.1;Name=LOC_Os04g18030.1;Parent=LOC_Os04g18030"	LOC_Os04g18030.1
Chr4	11510705	11515835	-	"ID=LOC_Os04g20590.1;Name=LOC_Os04g20590.1;Parent=LOC_Os04g20590"	LOC_Os04g20590.1
Chr4	12534144	12539647	-	"ID=LOC_Os04g22120.1;Name=LOC_Os04g22120.1;Parent=LOC_Os04g22120"	LOC_Os04g22120.1
Chr4	12588570	12589289	+	"ID=LOC_Os04g22220.1;Name=LOC_Os04g22220.1;Parent=LOC_Os04g22220"	LOC_Os04g22220.1
Chr4	11650394	11660149	+	"ID=LOC_Os04g20774.1;Name=LOC_Os04g20774.1;Parent=LOC_Os04g20774"	LOC_Os04g20774.1
Chr4	11680971	11685148	-	"ID=LOC_Os04g20810.2;Name=LOC_Os04g20810.2;Parent=LOC_Os04g20810"	LOC_Os04g20810.2
Chr4	12609523	12612282	+	"ID=LOC_Os04g22270.1;Name=LOC_Os04g22270.1;Parent=LOC_Os04g22270"	LOC_Os04g22270.1
Chr4	11720537	11721807	+	"ID=LOC_Os04g20880.1;Name=LOC_Os04g20880.1;Parent=LOC_Os04g20880"	LOC_Os04g20880.1
Chr4	12669800	12673950	+	"ID=LOC_Os04g22390.1;Name=LOC_Os04g22390.1;Parent=LOC_Os04g22390"	LOC_Os04g22390.1
Chr4	11743893	11747126	+	"ID=LOC_Os04g20920.1;Name=LOC_Os04g20920.1;Parent=LOC_Os04g20920"	LOC_Os04g20920.1
Chr4	11764702	11797980	+	"ID=LOC_Os04g20960.1;Name=LOC_Os04g20960.1;Parent=LOC_Os04g20960"	LOC_Os04g20960.1
Chr4	11801164	11814990	-	"ID=LOC_Os04g20990.1;Name=LOC_Os04g20990.1;Parent=LOC_Os04g20990"	LOC_Os04g20990.1
Chr4	11026653	11032683	+	"ID=LOC_Os04g19740.1;Name=LOC_Os04g19740.1;Parent=LOC_Os04g19740"	LOC_Os04g19740.1
Chr4	11869125	11887514	+	"ID=LOC_Os04g21110.1;Name=LOC_Os04g21110.1;Parent=LOC_Os04g21110"	LOC_Os04g21110.1
Chr4	11060351	11062063	-	"ID=LOC_Os04g19800.1;Name=LOC_Os04g19800.1;Parent=LOC_Os04g19800"	LOC_Os04g19800.1
Chr4	11887804	11888852	-	"ID=LOC_Os04g21120.1;Name=LOC_Os04g21120.1;Parent=LOC_Os04g21120"	LOC_Os04g21120.1
Chr4	12838395	12839208	+	"ID=LOC_Os04g22660.1;Name=LOC_Os04g22660.1;Parent=LOC_Os04g22660"	LOC_Os04g22660.1
Chr4	12869476	12869990	+	"ID=LOC_Os04g22700.1;Name=LOC_Os04g22700.1;Parent=LOC_Os04g22700"	LOC_Os04g22700.1
Chr4	12026918	12029573	+	"ID=LOC_Os04g21320.1;Name=LOC_Os04g21320.1;Parent=LOC_Os04g21320"	LOC_Os04g21320.1
Chr4	12047020	12048695	+	"ID=LOC_Os04g21340.1;Name=LOC_Os04g21340.1;Parent=LOC_Os04g21340"	LOC_Os04g21340.1
Chr4	12953499	12954725	+	"ID=LOC_Os04g22860.1;Name=LOC_Os04g22860.1;Parent=LOC_Os04g22860"	LOC_Os04g22860.1
Chr4	12997678	12999822	-	"ID=LOC_Os04g22910.1;Name=LOC_Os04g22910.1;Parent=LOC_Os04g22910"	LOC_Os04g22910.1
Chr4	10452265	10453725	-	"ID=LOC_Os04g18790.1;Name=LOC_Os04g18790.1;Parent=LOC_Os04g18790"	LOC_Os04g18790.1
Chr4	11263895	11271570	-	"ID=LOC_Os04g20210.2;Name=LOC_Os04g20210.2;Parent=LOC_Os04g20210"	LOC_Os04g20210.2
Chr4	11289843	11294189	-	"ID=LOC_Os04g20230.1;Name=LOC_Os04g20230.1;Parent=LOC_Os04g20230"	LOC_Os04g20230.1
Chr4	11316226	11328592	-	"ID=LOC_Os04g20270.1;Name=LOC_Os04g20270.1;Parent=LOC_Os04g20270"	LOC_Os04g20270.1
Chr4	12211882	12213341	+	"ID=LOC_Os04g21590.1;Name=LOC_Os04g21590.1;Parent=LOC_Os04g21590"	LOC_Os04g21590.1
Chr4	13086288	13089005	-	"ID=LOC_Os04g23040.1;Name=LOC_Os04g23040.1;Parent=LOC_Os04g23040"	LOC_Os04g23040.1
Chr4	10532761	10533251	+	"ID=LOC_Os04g18950.1;Name=LOC_Os04g18950.1;Parent=LOC_Os04g18950"	LOC_Os04g18950.1
Chr4	11335426	11338820	+	"ID=LOC_Os04g20280.2;Name=LOC_Os04g20280.2;Parent=LOC_Os04g20280"	LOC_Os04g20280.2
Chr4	12242926	12251271	+	"ID=LOC_Os04g21650.2;Name=LOC_Os04g21650.2;Parent=LOC_Os04g21650"	LOC_Os04g21650.2
Chr4	12252480	12258695	-	"ID=LOC_Os04g21660.1;Name=LOC_Os04g21660.1;Parent=LOC_Os04g21660"	LOC_Os04g21660.1
Chr4	20391986	20393086	+	"ID=LOC_Os04g33670.1;Name=LOC_Os04g33670.1;Parent=LOC_Os04g33670"	LOC_Os04g33670.1
Chr4	20393546	20395294	+	"ID=LOC_Os04g33680.1;Name=LOC_Os04g33680.1;Parent=LOC_Os04g33680"	LOC_Os04g33680.1
Chr4	22323860	22326907	+	"ID=LOC_Os04g37490.1;Name=LOC_Os04g37490.1;Parent=LOC_Os04g37490"	LOC_Os04g37490.1
Chr4	22330188	22332565	+	"ID=LOC_Os04g37500.1;Name=LOC_Os04g37500.1;Parent=LOC_Os04g37500"	LOC_Os04g37500.1
Chr4	22337499	22339890	-	"ID=LOC_Os04g37530.1;Name=LOC_Os04g37530.1;Parent=LOC_Os04g37530"	LOC_Os04g37530.1
Chr4	22340794	22346494	+	"ID=LOC_Os04g37540.1;Name=LOC_Os04g37540.1;Parent=LOC_Os04g37540"	LOC_Os04g37540.1
Chr4	22347937	22349799	+	"ID=LOC_Os04g37550.1;Name=LOC_Os04g37550.1;Parent=LOC_Os04g37550"	LOC_Os04g37550.1
Chr4	21725300	21728240	-	"ID=LOC_Os04g35650.1;Name=LOC_Os04g35650.1;Parent=LOC_Os04g35650"	LOC_Os04g35650.1
Chr4	21733623	21734709	+	"ID=LOC_Os04g35660.1;Name=LOC_Os04g35660.1;Parent=LOC_Os04g35660"	LOC_Os04g35660.1
Chr4	21750917	21752359	+	"ID=LOC_Os04g35690.1;Name=LOC_Os04g35690.1;Parent=LOC_Os04g35690"	LOC_Os04g35690.1
Chr4	21752560	21758662	-	"ID=LOC_Os04g35700.1;Name=LOC_Os04g35700.1;Parent=LOC_Os04g35700"	LOC_Os04g35700.1
Chr4	20422171	20427062	+	"ID=LOC_Os04g33740.1;Name=LOC_Os04g33740.1;Parent=LOC_Os04g33740"	LOC_Os04g33740.1
Chr4	20443290	20444654	+	"ID=LOC_Os04g33760.1;Name=LOC_Os04g33760.1;Parent=LOC_Os04g33760"	LOC_Os04g33760.1
Chr4	20457921	20463115	+	"ID=LOC_Os04g33780.1;Name=LOC_Os04g33780.1;Parent=LOC_Os04g33780"	LOC_Os04g33780.1
Chr4	22353707	22355207	+	"ID=LOC_Os04g37570.1;Name=LOC_Os04g37570.1;Parent=LOC_Os04g37570"	LOC_Os04g37570.1
Chr4	22354947	22357999	-	"ID=LOC_Os04g37580.1;Name=LOC_Os04g37580.1;Parent=LOC_Os04g37580"	LOC_Os04g37580.1
Chr4	22362239	22367204	+	"ID=LOC_Os04g37600.1;Name=LOC_Os04g37600.1;Parent=LOC_Os04g37600"	LOC_Os04g37600.1
Chr4	22369632	22376812	+	"ID=LOC_Os04g37619.1;Name=LOC_Os04g37619.1;Parent=LOC_Os04g37619"	LOC_Os04g37619.1
Chr4	21263959	21268754	+	"ID=LOC_Os04g34984.3;Name=LOC_Os04g34984.3;Parent=LOC_Os04g34984"	LOC_Os04g34984.3
Chr4	21271523	21274076	+	"ID=LOC_Os04g35000.1;Name=LOC_Os04g35000.1;Parent=LOC_Os04g35000"	LOC_Os04g35000.1
Chr4	21276704	21281674	+	"ID=LOC_Os04g35010.1;Name=LOC_Os04g35010.1;Parent=LOC_Os04g35010"	LOC_Os04g35010.1
Chr4	21791507	21792300	-	"ID=LOC_Os04g35750.1;Name=LOC_Os04g35750.1;Parent=LOC_Os04g35750"	LOC_Os04g35750.1
Chr4	21792887	21795243	-	"ID=LOC_Os04g35760.1;Name=LOC_Os04g35760.1;Parent=LOC_Os04g35760"	LOC_Os04g35760.1
Chr4	21795403	21797246	+	"ID=LOC_Os04g35770.1;Name=LOC_Os04g35770.1;Parent=LOC_Os04g35770"	LOC_Os04g35770.1
Chr4	21799199	21801947	-	"ID=LOC_Os04g35780.1;Name=LOC_Os04g35780.1;Parent=LOC_Os04g35780"	LOC_Os04g35780.1
Chr4	20484158	20485720	+	"ID=LOC_Os04g33810.1;Name=LOC_Os04g33810.1;Parent=LOC_Os04g33810"	LOC_Os04g33810.1
Chr4	20485788	20487086	-	"ID=LOC_Os04g33820.1;Name=LOC_Os04g33820.1;Parent=LOC_Os04g33820"	LOC_Os04g33820.1
Chr4	20495975	20497051	+	"ID=LOC_Os04g33830.1;Name=LOC_Os04g33830.1;Parent=LOC_Os04g33830"	LOC_Os04g33830.1
Chr4	21310430	21318247	+	"ID=LOC_Os04g35060.1;Name=LOC_Os04g35060.1;Parent=LOC_Os04g35060"	LOC_Os04g35060.1
Chr4	21319617	21320638	+	"ID=LOC_Os04g35070.1;Name=LOC_Os04g35070.1;Parent=LOC_Os04g35070"	LOC_Os04g35070.1
Chr4	21323046	21326956	+	"ID=LOC_Os04g35080.1;Name=LOC_Os04g35080.1;Parent=LOC_Os04g35080"	LOC_Os04g35080.1
Chr4	19893384	19896711	-	"ID=LOC_Os04g32930.1;Name=LOC_Os04g32930.1;Parent=LOC_Os04g32930"	LOC_Os04g32930.1
Chr4	21812157	21816178	-	"ID=LOC_Os04g35790.3;Name=LOC_Os04g35790.3;Parent=LOC_Os04g35790"	LOC_Os04g35790.3
Chr4	21817394	21823723	-	"ID=LOC_Os04g35800.1;Name=LOC_Os04g35800.1;Parent=LOC_Os04g35800"	LOC_Os04g35800.1
Chr4	20508616	20509616	+	"ID=LOC_Os04g33860.1;Name=LOC_Os04g33860.1;Parent=LOC_Os04g33860"	LOC_Os04g33860.1
Chr4	20528785	20530320	-	"ID=LOC_Os04g33885.1;Name=LOC_Os04g33885.1;Parent=LOC_Os04g33885"	LOC_Os04g33885.1
Chr4	20543121	20544485	+	"ID=LOC_Os04g33920.1;Name=LOC_Os04g33920.1;Parent=LOC_Os04g33920"	LOC_Os04g33920.1
Chr4	21332217	21335533	-	"ID=LOC_Os04g35100.1;Name=LOC_Os04g35100.1;Parent=LOC_Os04g35100"	LOC_Os04g35100.1
Chr4	21358864	21362109	+	"ID=LOC_Os04g35140.1;Name=LOC_Os04g35140.1;Parent=LOC_Os04g35140"	LOC_Os04g35140.1
Chr4	19920789	19929902	-	"ID=LOC_Os04g32960.1;Name=LOC_Os04g32960.1;Parent=LOC_Os04g32960"	LOC_Os04g32960.1
Chr4	19933108	19937566	+	"ID=LOC_Os04g32970.1;Name=LOC_Os04g32970.1;Parent=LOC_Os04g32970"	LOC_Os04g32970.1
Chr4	19940102	19942156	-	"ID=LOC_Os04g32980.1;Name=LOC_Os04g32980.1;Parent=LOC_Os04g32980"	LOC_Os04g32980.1
Chr4	21886998	21892987	-	"ID=LOC_Os04g35900.1;Name=LOC_Os04g35900.1;Parent=LOC_Os04g35900"	LOC_Os04g35900.1
Chr4	20547176	20548477	+	"ID=LOC_Os04g33930.1;Name=LOC_Os04g33930.1;Parent=LOC_Os04g33930"	LOC_Os04g33930.1
Chr4	20548855	20550959	+	"ID=LOC_Os04g33940.1;Name=LOC_Os04g33940.1;Parent=LOC_Os04g33940"	LOC_Os04g33940.1
Chr4	20549573	20555304	-	"ID=LOC_Os04g33950.1;Name=LOC_Os04g33950.1;Parent=LOC_Os04g33950"	LOC_Os04g33950.1
Chr4	20559966	20564907	+	"ID=LOC_Os04g33970.1;Name=LOC_Os04g33970.1;Parent=LOC_Os04g33970"	LOC_Os04g33970.1
Chr4	21385306	21387592	-	"ID=LOC_Os04g35200.1;Name=LOC_Os04g35200.1;Parent=LOC_Os04g35200"	LOC_Os04g35200.1
Chr4	21402388	21405386	-	"ID=LOC_Os04g35220.1;Name=LOC_Os04g35220.1;Parent=LOC_Os04g35220"	LOC_Os04g35220.1
